case_name_normalized,court,date,distinct_case_names,hanrei_docket_count,verdict,hanrei_dockets
建物の区分所有等に関する法律59条1項に基づく訴訟,最高三小決,平成23.10.11,2,4,SPLIT_confirmed,平成２２年（オ）１７１６号／平成２２年（受）２０７３号|平成２３年（ク）１６６号／平成２３年（許）８号|平成２３年（行ツ）１８２号／平成２３年（行ヒ）１８６号|平成２３年（行ト）４２号／平成２３年（行フ）２号
九州朝日放送事件,最高一小判,平成10.9.10,6,15,SPLIT_confirmed,平成１０年（オ）１０３６号|平成１０年（オ）１２１５号|平成１０年（オ）８９９号|平成１０年（行ツ）１０４号|平成５年（オ）１２１１号|平成５年（オ）１２１２号／平成５年（オ）１２１１号
予防訴訟,東京地判,平成18.9.21,3,0,unresolved_no_hanrei,
佐賀教組懲戒処分取消請求事件,最高一小判,昭和63.1.21,3,3,SPLIT_confirmed,昭和５８年（行ツ）１２７号|昭和５９年（オ）１４８２号|昭和６２年（行ツ）１１３号
厚木基地公害訴訟,最高一小判,平成5.2.25,2,0,unresolved_no_hanrei,
告示により一括して指定する方法でされた建築基準法42条2項所定のいわゆるみなし道路の指定と抗告訴訟,最高一小判,平成14.1.17,2,1,MERGE_party_alias,平成１２年（受）１６７１号
NTT東日本事件,最高二小判,平成22.12.17,2,1,MERGE_party_alias,平成２１年（行ヒ）３４８号
ヤマト運輸郵政公社事件,東京高判,平成19.11.28,3,0,unresolved_no_hanrei,
日本IBM会社分割事件,最高二小判,平成22.7.12,3,1,MERGE_party_alias,平成２０年（受）１７０４号
タケダシステム事件,最高二小判,昭和58.11.25,2,3,SPLIT_confirmed,昭和５５年（オ）１３４号|昭和５５年（オ）３７９号／昭和５５年（オ）９６９号|昭和５６年（オ）１１８５号
民訴法38条後段の要件を満たす共同訴訟,最高二小決,平成23.5.18,4,1,MERGE_party_alias,平成２３年（許）４号
水俣病東京訴訟,東京地判,平成4.2.7,4,0,unresolved_no_hanrei,
総会決議不存在確認訴訟,最高三小判,平成2.12.4,2,4,SPLIT_confirmed,平成１年（オ）５７３号|平成１年（行ツ）１６５号|平成２年（オ）８５１号|昭和６２年（オ）１５２号
みちのく銀行事件,最高一小判,平成12.9.7,4,8,SPLIT_confirmed,平成１０年（オ）５２８号|平成１０年（オ）５２９号|平成１０年（受）３３２号|平成１１年（受）９４号|平成１２年（受）１３５号|平成１２年（許）１３号
ハマキョウレックス事件,大阪高判,平成28.7.26,2,0,unresolved_no_hanrei,
国鉄事件,最高三小判,平成3.4.23,2,0,unresolved_no_hanrei,
建物収去土地明渡請求訴訟,最高二小判,平成7.12.15,2,6,SPLIT_confirmed,平成４年（オ）９９１号|平成６年（オ）１９０５号|平成７年（オ）１３３４号／平成７年（オ）１３３５号|平成７年（オ）２０２７号|平成７年（オ）２１００号|平成７年（行ツ）１６３号
済生会中央病院事件,最高二小判,平成1.12.11,2,3,SPLIT_confirmed,平成１年（オ）１３１０号|昭和６３年（オ）２７０号|昭和６３年（行ツ）１５７号
福岡セクシュアル・ハラスメント事件,福岡地判,平成4.4.16,3,0,unresolved_no_hanrei,
NHK受信料訴訟,,平成29.12.6,3,30,SPLIT_confirmed,平成２５年（ワ）４５０７号|平成２６年（オ）１１３０号／平成２６年（受）１４４０号／平成２６年（受）１４４１号|平成２７年（ワ）２１８６４号|平成２７年（ワ）２３０８７号|平成２７年（ワ）３７２６２号|平成２７年（ワ）６１１４号
北辰電機製作所事件,東京地判,昭和56.10.22,3,0,unresolved_no_hanrei,
古河電気工業・原子燃料工業事件,最高二小判,昭和60.4.5,2,3,SPLIT_confirmed,昭和５６年（オ）８５６号|昭和５６年（行ツ）１４３号|昭和６０年（行ツ）３号
日本システム技術事件,最高一小判,平成21.7.9,2,0,unresolved_no_hanrei,
東京都公安条例事件,,昭和35.7.20,2,4,SPLIT_confirmed,昭和２８年（あ）４８４１号|昭和３１年（ワ）５１３８号|昭和３３年（ネ）１７９５号／昭和３３年（ネ）１８５２号|昭和３５年（レ）１９号
池上通信機事件,最高三小判,昭和63.7.19,2,4,SPLIT_confirmed,昭和６０年（行ツ）１号|昭和６１年（オ）３１号／昭和６１年（オ）３０号|昭和６１年（オ）４９５号|昭和６１年（行ツ）３８号
その手段として本案訴訟,最高一小決,平成21.8.12,2,0,unresolved_no_hanrei,
よど号ハイジャック記事抹消事件,,昭和58.6.22,2,4,SPLIT_confirmed,昭和５２年（オ）９２７号|昭和５２年（ワ）７５号|昭和５６年（ネ）１８号|昭和５７年（ネ）１２８７号／昭和５８年（ネ）９７号
三共自動車事件,最高三小判,昭和52.10.25,2,4,SPLIT_confirmed,昭和５０年（オ）６２１号|昭和５０年（オ）９３０号／昭和５０年（オ）９３１号|昭和５１年（オ）１３２３号|昭和５２年（オ）２０号
安威川生コンクリート工業事件,最高三小判,平成18.4.18,2,4,SPLIT_confirmed,平成１５年（受）７２３号|平成１６年（受）１１４７号|平成１６年（受）２２３８号|平成１８年（行ツ）４０号
山崎製パン事件,東京地判,昭和56.3.26,2,0,unresolved_no_hanrei,
巴機械サービス事件,横浜地判,令和3.3.23,2,0,unresolved_no_hanrei,
公取委審判事件,最高三小判,平成15.9.9,5,3,SPLIT_confirmed,平成１２年（受）８７７号|平成１４年（オ）１２６４号／平成１４年（受）１２９３号|平成１４年（行ヒ）２４２号
イレブン・ジャパン事件,東京高判,平成25.8.30,7,0,unresolved_no_hanrei,
ソブリン・サムライ債に係る債券管理会社の任意的訴訟,東京地判,平成25.1.28,2,0,unresolved_no_hanrei,
手形制度及び手形訴訟,東京地判,平成15.11.17,2,0,unresolved_no_hanrei,
日教組スト事件,最高一小判,平成1.12.18,7,3,SPLIT_confirmed,昭和６１年（あ）１４３７号|昭和６１年（あ）２０４号|昭和６３年（行ツ）１７６号
ソフトバンク対NTT東西事件,東京地判,平成26.6.19,2,0,unresolved_no_hanrei,
西武鉄道事件,最高三小判,平成23.9.13,2,4,SPLIT_confirmed,平成２１年（受）１１７７号|平成２１年（受）１１８９号|平成２２年（受）１３５１号／平成２２年（受）１３５２号|平成２２年（受）１４８５号
ぱちんこ機製造特許プール事件,公取委,平成9.8.6,7,0,unresolved_no_hanrei,
テレビ朝日ダイオキシン訴訟,最高一小判,平成15.10.16,3,1,MERGE_party_alias,平成１４年（受）８４６号
上告審が判決で訴訟,最高二小判,平成18.9.4,4,3,SPLIT_confirmed,平成１６年（受）１７４８号|平成１７年（オ）１４５１号|平成１７年（受）１０１６号
大阪泉南アスベスト国賠訴訟,大阪地判,平成22.5.19,3,0,unresolved_no_hanrei,
福島第一原発事故国家賠償請求事件,最高二小判,令和4.6.17,3,3,SPLIT_confirmed,令和３年（オ）２９３号の２|令和３年（受）１２０５号|令和３年（受）３４２号
原子炉設置許可無効確認訴訟,名古屋高金沢支判,平成15.1.27,2,0,unresolved_no_hanrei,
東京灯油訴訟,最高一小判,昭和62.7.2,5,4,SPLIT_confirmed,昭和５６年（行ツ）１７８号|昭和５８年（オ）１５２４号|昭和６０年（オ）１１２４号|昭和６１年（行ツ）１５７号
CBC管弦楽団労組事件,最高一小判,昭和51.5.6,5,4,SPLIT_confirmed,昭和４５年（行ツ）３２号|昭和４７年（あ）１４３６号|昭和４９年（行ツ）１１２号|昭和４９年（行ツ）９４号
日本テレビ事件,最高二小決,平成1.1.30,3,1,MERGE_party_alias,昭和６３年（し）１１６号
旭礦末審決取消請求事件,東京高判,昭和61.6.13,2,0,unresolved_no_hanrei,
豊前火力発電所事件,最高二小判,昭和60.12.20,2,4,SPLIT_confirmed,昭和５６年（オ）６７３号|昭和５８年（オ）１５６７号|昭和６０年（オ）４８３号|昭和６０年（ク）３８１号
ソニー・コンピュータエンタテインメント事件,公取委,平成13.8.1,2,0,unresolved_no_hanrei,
三菱重工長崎造船所事件,最高一小判,平成12.3.9,2,9,SPLIT_confirmed,平成１０年（オ）１１１６号|平成１０年（オ）２８３号|平成１０年（オ）５６０号|平成１１年（オ）１３３６号|平成１１年（受）１０６７号|平成７年（オ）１２６６号
愛媛県玉串料訴訟,,平成9.4.2,3,0,unresolved_no_hanrei,
日本法人がドイツに居住する日本人に対して契約上の金銭債務の履行を求める訴訟,最高三小判,平成9.11.11,4,0,unresolved_no_hanrei,
村上ファンド事件,最高一小決,平成23.6.6,3,2,SPLIT_confirmed,平成２１年（あ）３７５号|平成２２年（オ）９５１号
此花電報電話局事件,最高一小判,昭和57.3.18,3,2,SPLIT_confirmed,昭和５３年（オ）５５８号|昭和５５年（オ）７９２号
神奈川県臨時特例企業税条例事件,横浜地判,平成20.3.19,2,0,unresolved_no_hanrei,
金沢市庁舎前広場事件,最高三小判,令和5.2.21,2,1,MERGE_party_alias,令和３年（オ）１６１７号
二風谷ダム事件,札幌地判,平成9.3.27,2,0,unresolved_no_hanrei,
学校法人専修大学事件,東京地判,平成24.9.28,3,0,unresolved_no_hanrei,
東電福島第一原発業務上過失致死傷事件,東京地判,令和1.9.19,3,0,unresolved_no_hanrei,
福祉事業者A苑事件,京都地判,平成29.3.30,3,0,unresolved_no_hanrei,
電通事件,東京地判,平成8.3.28,2,0,unresolved_no_hanrei,
電電公社帯広局事件,最高一小判,昭和61.3.13,2,4,SPLIT_confirmed,昭和５６年（オ）１２４３号|昭和５７年（オ）１８４号|昭和５７年（行ツ）７２号|昭和５８年（オ）１４０８号
静内郵便局事件,最高三小判,昭和59.3.27,3,6,SPLIT_confirmed,昭和５４年（行ツ）７４号|昭和５５年（オ）７８３号|昭和５７年（オ）８５９号|昭和５８年（あ）１７５９号|昭和５８年（あ）１８０号|昭和５８年（オ）１２６１号
弘南バス事件,最高三小判,昭和43.12.24,2,17,SPLIT_confirmed,昭和３８年（オ）１０９８号|昭和３９年（オ）１４３５号|昭和３９年（オ）７７３号|昭和４０年（オ）１７３号|昭和４０年（オ）７０６号|昭和４１年（オ）１２０４号
当事者が準備書面の直送をするためにした支出と民事訴訟,最高一小決,平成26.11.27,2,2,SPLIT_confirmed,平成２６年（オ）１２５２号／平成２６年（受）１６２０号|平成２６年（許）１９号
紅屋商事事件,最高三小判,平成3.6.4,2,0,unresolved_no_hanrei,
麹町中学内申書事件,最高二小判,昭和63.7.15,2,3,SPLIT_confirmed,昭和５７年（オ）９１５号|昭和６０年（オ）９７７号|昭和６１年（行ツ）１７６号
外国給付訴訟に後れる債務不存在確認訴訟と執行判決訴訟,東京地判,平成25.2.19,3,0,unresolved_no_hanrei,
原子爆弾被爆者に対する援護に関する法律に基づく被爆者健康手帳交付申請及び健康管理手当認定申請の各却下処分の取消しを求める訴訟並びに同取消しに加えて被爆者健康手帳の交付の義務付けを求める訴訟,最高一小判,平成29.12.18,4,2,SPLIT_confirmed,平成２８年（行ヒ）４０４号の１|平成２９年（受）８４号
国際的訴訟,東京地判,平成3.1.29,4,0,unresolved_no_hanrei,
岩手靖国訴訟,盛岡地判,昭和62.3.5,5,0,unresolved_no_hanrei,
松下電器テレビ発火事故製造物責任訴訟,大阪地判,平成6.3.29,3,0,unresolved_no_hanrei,
ニプロ事件,東京高判,平成24.12.21,3,0,unresolved_no_hanrei,
ブラウン管カルテル事件,東京高判,平成28.1.29,3,0,unresolved_no_hanrei,
予防接種禍東京集団訴訟,東京高判,平成4.12.18,4,0,unresolved_no_hanrei,
国立マンション事件,東京地判,平成14.12.18,3,0,unresolved_no_hanrei,
小田急線高架化訴訟,東京地判,平成13.10.3,3,0,unresolved_no_hanrei,
東京都外形標準課税条例無効確認等請求事件,東京地判,平成14.3.26,3,0,unresolved_no_hanrei,
金融商品取引法19条2項の賠償の責めに任じない損害の額と民事訴訟,最高一小判,平成30.10.11,5,1,MERGE_party_alias,平成２９年（受）１４９６号
堺通り魔殺人事件訴訟,大阪高判,平成12.2.29,2,0,unresolved_no_hanrei,
完全子会社の取締役等役員の責任を株主代表訴訟,東京地判,平成19.9.27,2,0,unresolved_no_hanrei,
アムールほか事件,東京地判,令和4.5.25,3,0,unresolved_no_hanrei,
仮差押申立事件,旭川地決,平成8.2.9,2,0,unresolved_no_hanrei,
北海道拓殖銀行事件,最高三小決,平成21.11.9,3,0,unresolved_no_hanrei,
衆議院議員及び参議院議員定数訴訟,最高二小判,昭和63.10.21,4,5,SPLIT_confirmed,昭和６０年（オ）５２２号|昭和６２年（行ツ）１２７号|昭和６３年（行ツ）１２６号|昭和６３年（行ツ）２４号|昭和６３年（行ツ）８５号
鶴岡灯油訴訟,仙台高秋田支判,昭和60.3.26,2,0,unresolved_no_hanrei,
JR北海道・JR貨物事件,最高一小判,平成15.12.22,4,3,SPLIT_confirmed,平成１３年（行ヒ）５６号|平成１３年（行ヒ）９６号|平成１５年（行ヒ）１６号
マイナミ空港サービス事件,東京高判,令和5.1.25,3,0,unresolved_no_hanrei,
レックスHD事件,東京高決,平成20.9.12,2,0,unresolved_no_hanrei,
住友生命保険相互会社事件,京都地判,令和5.1.26,2,0,unresolved_no_hanrei,
価格協定事件,公取委,令和1.9.30,4,0,unresolved_no_hanrei,
四日市ぜん息損害賠償請求事件,,昭和47.7.24,3,5,SPLIT_confirmed,昭和４２年（ワ）１３８号|昭和４４年（ワ）２９２２号／昭和４６年（ワ）１１２１８号|昭和４５年（ネ）６４９号|昭和４６年（ワ）５００７号|昭和４７年（家ロ）２１号
社会福祉法人いずみ福祉会事件,最高三小判,平成18.3.28,3,6,SPLIT_confirmed,平成１５年（受）１０９９号|平成１５年（行ツ）２０２号|平成１６年（オ）１３６５号|平成１７年（オ）１５５３号／平成１７年（受）１８１６号|平成１７年（受）１７５１号|平成１８年（オ）３０４号／平成１８年（受）３６１号
Winny事件,最高三小決,平成23.12.19,2,1,MERGE_party_alias,平成２１年（あ）１９００号
ケンウッド事件,東京高判,平成7.9.28,2,0,unresolved_no_hanrei,
ブルームバーグ・エル・ピー事件,東京高判,平成25.4.24,3,0,unresolved_no_hanrei,
三菱重工長崎造船所事件,福岡高判,平成7.3.15,3,0,unresolved_no_hanrei,
医療法人K会事件,広島高判,平成29.9.6,2,0,unresolved_no_hanrei,
社会医療法人天神会事件,福岡高判,平成27.1.29,3,0,unresolved_no_hanrei,
社会福祉法人A事件,千葉地判,令和5.6.9,2,0,unresolved_no_hanrei,
通常共同訴訟,最高一小判,昭和43.9.12,2,4,SPLIT_confirmed,昭和４２年（オ）２４６号|昭和４２年（オ）６７２号|昭和４２年（オ）８９０号|昭和４３年（オ）３６２号
オデコ大陸棚事件,東京高判,昭和59.3.14,2,0,unresolved_no_hanrei,
全国農業協同組合連合会事件,公取委,平成2.2.20,2,0,unresolved_no_hanrei,
固有必要的共同訴訟,最高二小判,昭和43.3.15,2,6,SPLIT_confirmed,昭和３９年（オ）１３９０号|昭和４０年（オ）３４７号|昭和４１年（オ）１６２号|昭和４２年（オ）１０７９号|昭和４２年（オ）１１０５号|昭和４２年（オ）１２４号
日本電気事件,東京地判,平成27.7.29,2,0,unresolved_no_hanrei,
朝日火災海上保険事件,最高三小判,平成8.3.26,2,6,SPLIT_confirmed,平成４年（あ）４０９号|平成５年（オ）２８１号|平成５年（オ）６５０号|平成７年（オ）１９８６号|平成７年（オ）２４７９号|平成８年（オ）１４８号
海外で航空機衝突事故の在日遺族の損害賠償請求訴訟,東京地判,昭和62.6.23,3,0,unresolved_no_hanrei,
結婚の自由をすべての人に北海道訴訟事件,札幌地判,令和3.3.17,4,0,unresolved_no_hanrei,
ライブドアに対する機関投資家による損害賠償請求事件,東京地判,平成20.6.13,4,0,unresolved_no_hanrei,
忠実屋・いなげや新株発行差止仮処分事件,東京地決,平成1.7.25,2,0,unresolved_no_hanrei,
損害保険会社に対する課徴金納付命令審決取消訴訟,東京高判,平成13.11.30,2,0,unresolved_no_hanrei,
更生債権に関する訴訟が更生手続開始前に係属し受継されることなく終了した場合における当該訴訟に係る訴訟,最高二小決,平成25.11.13,2,1,MERGE_party_alias,平成２５年（許）４号
東洋シヤッター株式会社ほか3名による審決取消請求事件,東京高判,令和5.4.7,2,0,unresolved_no_hanrei,
片倉工業事件,東京地判,平成3.4.18,2,0,unresolved_no_hanrei,
西松建設事件,最高二小判,平成19.4.27,3,0,unresolved_no_hanrei,
ブラウン管国際カルテル事件,公取委,平成27.5.22,4,0,unresolved_no_hanrei,
夢真ホールディングスvs日本技術開発事件,東京地決,平成17.7.29,2,0,unresolved_no_hanrei,
日本商事株式インサイダー取引事件,最高三小判,平成11.2.16,2,1,MERGE_party_alias,平成９年（あ）１２３２号／平成９年（あ）１２４５号
NHK受信料支払請求訴訟,東京地判,平成21.7.28,3,0,unresolved_no_hanrei,
トルコ航空ほか1社事件,東京地判,平成24.12.5,5,0,unresolved_no_hanrei,
ロス疑惑北海道新聞社事件,最高三小判,平成14.1.29,3,19,SPLIT_confirmed,平成１０年（オ）５４６号|平成１０年（オ）７５８号|平成１０年（オ）７８０号|平成１０年（オ）７９１号|平成１３年（受）１２１９号|平成７年（オ）１４２１号
共同して訴えを提起した各原告の請求の価額を合算したものを訴訟,最高一小決,令和5.10.19,2,2,SPLIT_confirmed,令和５年（オ）１３７３号／令和５年（受）１７３６号|令和５年（許）１号
厚木自動車部品・全日産自動車労組事件,横浜地判,昭和62.9.29,3,0,unresolved_no_hanrei,
機械保険連盟料率カルテル事件,最高三小判,平成17.9.13,2,1,MERGE_party_alias,平成１４年（行ヒ）７２号
武蔵野市長給水拒否事件,最高二小決,平成1.11.8,4,0,unresolved_no_hanrei,
済生会中央病院事件,最高三小判,昭和60.7.19,3,1,MERGE_party_alias,昭和５６年（行ツ）２０５号／昭和５６年（行ツ）２０６号
著作権確認等請求事件,東京地判,平成11.1.28,3,0,unresolved_no_hanrei,
諫早湾干拓事業をめぐる混迷と民事訴訟,福岡高判,平成22.12.6,3,0,unresolved_no_hanrei,
長崎教師批判ビラ事件,最高一小判,平成1.12.21,4,5,SPLIT_confirmed,平成１年（行ツ）１５号|平成１年（行ツ）６号|昭和５９年（オ）１４７７号|昭和６０年（オ）１２７４号|昭和６２年（オ）５１５号
関西生コン恐喝事件,京都地判,令和7.2.26,3,0,unresolved_no_hanrei,
下水道事業団談合刑事事件,東京高判,平成8.5.31,2,0,unresolved_no_hanrei,
倉田学園事件,最高三小判,平成6.12.20,2,3,SPLIT_confirmed,平成２年（オ）６６３号|平成３年（行ツ）１５５号|平成５年（行ツ）１５号
安愚楽牧場事件,大阪高判,平成29.4.20,3,0,unresolved_no_hanrei,
村上ファンド事件,東京高判,平成21.2.3,2,0,unresolved_no_hanrei,
横田基地夜間飛行差止等請求訴訟,最高二小判,平成14.4.12,2,1,MERGE_party_alias,平成１１年（オ）８８７号／平成１１年（受）７４１号
生活保護廃止処分取消請求事件,熊本地判,令和4.10.3,2,0,unresolved_no_hanrei,
第一種市街地再開発事業の施行地区内の宅地の借地権者に対する権利変換に関する処分の取消訴訟,最高三小判,平成5.12.17,2,0,unresolved_no_hanrei,
行橋労働基準監督署長事件,最高二小判,平成28.7.8,3,0,unresolved_no_hanrei,
10年退職金事件,最高三小判,昭和58.12.6,3,4,SPLIT_confirmed,昭和５３年（オ）１４３６号|昭和５５年（オ）５７７号|昭和５８年（行ツ）５７号|昭和５８年（行ツ）５８号
フクダ電子長野販売事件,東京高判,平成29.10.18,3,0,unresolved_no_hanrei,
ブルドックソース事件,東京地決,平成19.6.28,2,0,unresolved_no_hanrei,
マイナミ空港サービス事件,公取委,令和2.7.7,3,0,unresolved_no_hanrei,
医薬品ネット販売の権利確認等請求事件,最高二小判,平成25.1.11,2,0,unresolved_no_hanrei,
博報堂事件,福岡地判,令和2.3.17,2,0,unresolved_no_hanrei,
大乗淑徳学園事件,東京地判,令和1.5.23,2,0,unresolved_no_hanrei,
学校法人奈良学園事件,奈良地判,令和2.7.21,3,0,unresolved_no_hanrei,
学校法人明徳学園事件,京都地判,令和7.2.13,2,0,unresolved_no_hanrei,
弁護士職務基本規程57条に違反する訴訟,最高二小決,令和3.4.14,2,2,SPLIT_confirmed,令和２年（受）８２９号|令和２年（許）３７号
ギャロップレーサー事件,最高二小判,平成16.2.13,2,2,SPLIT_confirmed,平成１３年（受）８６６号／平成１３年（受）８６７号|平成１５年（オ）１９４５号
コナミデジタルエンタテインメント事件,東京高判,平成23.12.27,2,0,unresolved_no_hanrei,
コナミデジタルエンタテインメント事件,東京地判,平成23.3.17,2,0,unresolved_no_hanrei,
東京電力塩山営業所事件,最高二小判,昭和63.2.5,2,2,SPLIT_confirmed,昭和５９年（オ）４１５号|昭和６２年（あ）７６５号
東洋酸素事件,東京高判,昭和54.10.29,2,0,unresolved_no_hanrei,
滋賀県生コン工組事件,公取委,平成5.11.18,2,0,unresolved_no_hanrei,
白石営林署事件,最高二小判,昭和48.3.2,2,2,SPLIT_confirmed,昭和４１年（オ）１４２０号|昭和４１年（オ）８４８号
紅屋商事事件,最高二小判,昭和61.1.24,2,1,MERGE_party_alias,昭和５５年（行ツ）４０号
長崎じん肺訴訟,最高三小判,平成6.2.22,2,4,SPLIT_confirmed,平成１年（オ）１６６６号|平成１年（オ）１６６７号|平成１年（オ）２３号|平成２年（行ツ）７７号
手形金債務不存在確認請求訴訟,東京地判,平成3.9.2,2,0,unresolved_no_hanrei,
詐害行為取消しの実体的効果と訴訟,東京地判,平成27.3.3,2,0,unresolved_no_hanrei,
行政事件訴訟法22条により訴訟参加することのできる第三者が民事訴訟,仙台高判,平成25.1.24,3,0,unresolved_no_hanrei,
顧客に損失を補填した証券会社の取締役に対する株主代表訴訟,東京地判,平成5.9.16,2,0,unresolved_no_hanrei,
ダスキン株主代表訴訟,大阪高判,平成19.1.18,3,0,unresolved_no_hanrei,
英国のロイズ・シンジケートの構成員である筆頭保険者が他の保険者全員から授権されて当該保険に関する訴訟を追行するための任意的訴訟,東京地判,平成3.8.27,4,0,unresolved_no_hanrei,
重複訴訟,大阪高決,平成26.12.2,3,0,unresolved_no_hanrei,
ヨロズ株主提案議題等記載仮処分命令申立て事件,東京高決,令和1.5.27,2,0,unresolved_no_hanrei,
外国の仲裁機関による仲裁の定めがある事件につき我が国で提起された保全命令事件,東京地決,平成19.8.28,2,0,unresolved_no_hanrei,
石川タクシー富士宮ほか事件,東京高判,平成26.6.12,4,0,unresolved_no_hanrei,
JT乳業事件,名古屋高金沢支判,平成17.5.18,4,0,unresolved_no_hanrei,
ソクハイ事件,東京地判,平成22.4.28,3,0,unresolved_no_hanrei,
公衆浴場における外国人差別と市の責任をめぐる事件,札幌地判,平成14.11.11,4,0,unresolved_no_hanrei,
台湾における航空機事故に関連して米国法人に対して提起された不法行為に基づく損害賠償請求訴訟,東京地判,昭和61.6.20,2,0,unresolved_no_hanrei,
国立景観訴訟,東京高判,平成16.10.27,3,0,unresolved_no_hanrei,
国際ライセンス契約に基づく特許料支払請求を認容した西ドイツのミュンヒェン地方裁判所の欠席判決および訴訟,名古屋地判,昭和62.2.6,4,0,unresolved_no_hanrei,
教育施設負担金返還請求事件,最高一小判,平成5.2.18,2,0,unresolved_no_hanrei,
株主の提訴請求を受けて取締役責任追及訴訟,東京高判,平成24.7.25,3,0,unresolved_no_hanrei,
民訴法38条後段の共同訴訟,最高二小判,平成23.5.30,3,2,SPLIT_confirmed,平成２２年（行ツ）５４号|平成２３年（許）１３号
神奈川県LPガス協会事件,東京高判,令和3.1.21,3,0,unresolved_no_hanrei,
西武鉄道事件,東京地判,平成20.4.24,2,0,unresolved_no_hanrei,
貸金業規制法43条における書面の要否事件,最高一小判,平成11.1.21,4,9,SPLIT_confirmed,平成１０年（オ）１８４７号／平成１０年（受）３８９号|平成１０年（オ）２００３号／平成１０年（受）４９３号|平成１０年（受）５号|平成７年（オ）１４４５号|平成７年（オ）２１２２号|平成７年（行ツ）１１６号
費用賠償請求権の視点から見たプリンスホテル日教組大会事件,東京高判,平成22.11.25,2,0,unresolved_no_hanrei,
