case_name_normalized,court,date,distinct_case_names,hanrei_docket_count,verdict,hanrei_dockets
殖産住宅等贈収賄事件,最高二小決,昭和63.7.18,2,1,MERGE_party_alias,昭和５９年（あ）３４７号
着うた事件,公取委,平成20.7.24,2,0,unresolved_no_hanrei,
福井県経済農業協同組合連合会事件,公取委,平成27.1.16,2,0,unresolved_no_hanrei,
福島原発事故賠償訴訟,仙台高判,令和2.3.12,2,0,unresolved_no_hanrei,
経産省審議官インサイダー取引事件,最高一小決,平成28.11.28,2,0,unresolved_no_hanrei,
美容整形論争事件,東京地判,平成2.1.30,2,0,unresolved_no_hanrei,
藤田観光株価操作事件,東京地判,平成5.5.19,2,0,unresolved_no_hanrei,
西淀川大気汚染公害訴訟,大阪地判,平成7.7.5,2,0,unresolved_no_hanrei,
資生堂ほか1社事件,横浜地判,平成26.7.10,2,0,unresolved_no_hanrei,
足立税務署事件,最高二小判,昭和59.1.27,2,2,SPLIT_confirmed,昭和５６年（オ）５８３号|昭和５７年（行ツ）８２号
遺産につき相続人による共有物分割訴訟,最高三小判,昭和62.9.4,2,2,SPLIT_confirmed,昭和５９年（オ）５６９号|昭和６２年（行ツ）２１号
那覇市・孔子廟訴訟,,令和3.2.24,2,63,SPLIT_confirmed,令和１年（ワ）１３７７９号／令和２年（ワ）１６０８９号|令和１年（ワ）２１８３７号|令和１年（ワ）２７２２８号|令和１年（ワ）３０８３７号|令和１年（ワ）５７３号|令和１年（ワ）６４０号
野村證券事件,公取委,平成3.12.2,2,0,unresolved_no_hanrei,
鈴鹿さくら病院事件,,平成26.2.28,2,69,SPLIT_confirmed,平成２１年（ワ）１４３号|平成２２年（ワ）１２４９号|平成２２年（ワ）３０２９６号|平成２２年（ワ）４４３３４号／平成２４年（ワ）５６３９号|平成２３年（ワ）１００９号|平成２３年（ワ）１６０４２号
陸上自衛隊朝霞駐とん地事件,最高三小判,昭和61.12.19,2,2,SPLIT_confirmed,昭和５８年（オ）４０４号|昭和５９年（行ツ）６５号
雪印乳業・農林中金事件,公取委,昭和31.7.28,2,0,unresolved_no_hanrei,
電力カルテル事件,公取委,令和5.3.30,2,0,unresolved_no_hanrei,
昭和ゴム事件と野中教授への名誉毀損恫喝訴訟,東京地判,平成26.5.19,2,0,unresolved_no_hanrei,
金融機関が訴訟外の第三者として開示を求められた顧客情報が民事訴訟,最高三小決,平成19.12.11,2,0,unresolved_no_hanrei,
IBM事件,最高一小決,平成28.2.18,3,0,unresolved_no_hanrei,
ソロクト訴訟・楽生院訴訟,東京地判,平成17.10.25,3,0,unresolved_no_hanrei,
予防接種禍大阪集団訴訟事件,大阪地判,昭和62.9.30,2,0,unresolved_no_hanrei,
共有者を原告・被告とする訴訟における固有必要的共同訴訟,最高一小判,昭和31.5.10,3,4,SPLIT_confirmed,昭和２９年（オ）４号|昭和３０年（オ）４３６号|昭和３０年（オ）７１４号|昭和３１年（オ）７７号
多摩談合事件審決取消請求訴訟,東京高判,平成22.3.19,2,0,unresolved_no_hanrei,
岡山県北生コンクリート協同組合損害賠償事件,東京高判,平成29.4.21,2,0,unresolved_no_hanrei,
政党幹部宅の電話を複数の警察官が組織的に盗聴していた事件,東京地判,平成6.9.6,3,0,unresolved_no_hanrei,
生活保護老齢加算廃止違憲訴訟京都事件上告審判決・福岡事件,最高一小判,平成26.10.6,2,0,unresolved_no_hanrei,
いわゆる50年訴訟,東京高判,昭和60.4.24,3,0,unresolved_no_hanrei,
ガソリン廉売事件・LPガス差別対価事件,東京高判,平成17.5.31,2,0,unresolved_no_hanrei,
ケイマン諸島ダブルSPCに関するTH課税事件,最高二小判,令和5.11.6,2,2,SPLIT_confirmed,令和４年（行ヒ）２２８号／令和４年（行ヒ）２２９号|令和５年（し）７３５号
ナイトパブG7事件,東京高判,平成11.11.29,3,0,unresolved_no_hanrei,
ビルメンテナンス業団体による入札談合事件,公取委,平成5.5.14,3,0,unresolved_no_hanrei,
ポリプロピレン価格協定事件審決取消訴訟,公取委,平成19.8.8,2,0,unresolved_no_hanrei,
ロクラク〓事件・リツイート事件,最高一小判,平成23.1.20,2,3,SPLIT_confirmed,平成２１年（受）７８８号|平成２２年（オ）１０１９号／平成２２年（受）１２５１号|平成２２年（オ）１０２０号／平成２２年（受）１２５２号
不当労働行為救済命令取消請求訴訟,札幌地判,平成2.12.25,2,0,unresolved_no_hanrei,
不正競争防止法に基づく損害賠償請求控訴事件,東京高判,平成16.9.29,2,0,unresolved_no_hanrei,
代表者が既に個人として提起した損害賠償請求訴訟,東京高判,平成13.1.31,2,0,unresolved_no_hanrei,
体臭及び便臭を消す効果を標ぼうする商品の不当表示事件,公取委,平成22.2.24,3,0,unresolved_no_hanrei,
公害訴訟を提起した原告で構成する訴訟,東京高判,平成17.5.25,2,0,unresolved_no_hanrei,
勧告の公表に対する行政事件訴訟,東京高判,平成30.6.28,2,0,unresolved_no_hanrei,
即位儀式参列住民訴訟,最高二小判,平成16.6.28,3,1,MERGE_party_alias,平成１４年（行ツ）２７９号
原告が長期間にわたり訴訟,最高一小判,昭和63.4.14,3,2,SPLIT_confirmed,昭和６０年（オ）８７８号|昭和６３年（オ）２３５号
国土交通省3地方整備局発注鋼橋上部工事談合事件,公取委,平成21.9.16,3,0,unresolved_no_hanrei,
国立大学法人賃下げ訴訟,京都地判,平成27.5.7,2,0,unresolved_no_hanrei,
国鉄団交拒否事件・JR団交拒否事件,大阪地判,平成1.10.5,2,0,unresolved_no_hanrei,
国際航空貨物利用運送業務運賃カルテル事件,公取委,平成23.10.17,2,0,unresolved_no_hanrei,
外国税額控除余裕枠りそな銀行事件,大阪地判,平成13.12.14,2,0,unresolved_no_hanrei,
多摩談合事件審決取消訴訟,東京高判,平成21.5.29,2,0,unresolved_no_hanrei,
大手損保会社による企業向け保険に関する保険料率等調整事件,公取委,令和6.10.31,2,0,unresolved_no_hanrei,
大阪医科薬科大学事件,,令和2.10.13,2,27,SPLIT_confirmed,令和１年（ワ）１１７１８号|令和１年（ワ）１９０６４号|令和１年（ワ）２４０８８号|令和１年（ワ）２４２４０号|令和１年（ワ）２７０３１号|令和１年（ワ）３５１９５号
天皇風刺ビラ押収事件,大阪地判,昭和61.5.26,2,0,unresolved_no_hanrei,
安藤・斎藤国賠事件,最高三小判,平成12.2.22,2,1,MERGE_party_alias,平成５年（オ）１１８９号
所有権に基づき不動産の所有名義人の共同相続人らに対して所有権移転登記手続を求める訴訟,東京高判,昭和61.8.28,2,0,unresolved_no_hanrei,
控訴審で無罪が確定した殺人被告事件,東京高判,昭和58.10.20,2,0,unresolved_no_hanrei,
日本ユニシス株式相場操縦事件,東京地判,平成6.10.3,3,0,unresolved_no_hanrei,
日本航空JAL不当労働行為救済命令取消請求事件,東京地判,平成26.8.28,2,0,unresolved_no_hanrei,
東日本高速道路株式会社東北支社が発注する高速道路の舗装本復旧工事の入札談合事件,東京地判,平成30.11.8,2,0,unresolved_no_hanrei,
森友学園事件情報公開国家賠償訴訟,大阪地判,平成31.3.14,2,0,unresolved_no_hanrei,
永住外国人生活保護訴訟,最高二小判,平成26.7.18,3,3,SPLIT_confirmed,平成２４年（行ヒ）４５号|平成２４年（行ヒ）４５９号|平成２５年（受）９６５号
浜松市水道部事件,最高二小決,昭和47.2.10,3,1,MERGE_party_alias,昭和４６年（あ）１７６９号
無期転換直前の雇止め事件,横浜地判,令和2.2.27,3,0,unresolved_no_hanrei,
異性化糖・水あめ・ぶどう糖価格カルテル事件,東京高判,平成29.1.13,2,0,unresolved_no_hanrei,
破産管財人らに対する取引上の不法行為訴訟と民事訴訟,東京高決,平成15.3.26,2,0,unresolved_no_hanrei,
第2次ナウル共和国金融公社事件,東京地判,平成23.10.28,2,0,unresolved_no_hanrei,
米国前訴に対抗する消極的確認訴訟,大阪地判,令和3.1.21,2,0,unresolved_no_hanrei,
米軍根岸住宅地区訴訟,,令和3.3.5,2,25,SPLIT_confirmed,令和１年（ネ）１７５３号／令和２年（ネ）１８９１号|令和１年（ワ）１５８０９号|令和１年（ワ）２３４９９号|令和１年（ワ）２４３７７号|令和１年（ワ）３１３１１号|令和２年（オ）１３１２号／令和２年（受）１６０３号
自動車商品企画情報刑事事件,最高二小決,平成30.12.3,3,1,MERGE_party_alias,平成３０年（あ）５８２号
行政と現場も動かしたトヨタ過労死事件訴訟,名古屋地判,平成19.11.30,2,0,unresolved_no_hanrei,
訴訟係属中の承継人による共同訴訟,東京地判,平成19.6.27,2,0,unresolved_no_hanrei,
豊田商法国家賠償東京訴訟,東京地判,平成4.4.22,2,0,unresolved_no_hanrei,
軸受製造販売業者による価格カルテル事件,東京地判,平成27.2.4,2,0,unresolved_no_hanrei,
遺産分割の審判に対する即時抗告期間と訴訟,最高一小決,平成15.11.13,2,1,MERGE_party_alias,平成１５年（許）２１号
離婚に関する間接管轄と人事訴訟,東京地判,令和6.3.6,3,0,unresolved_no_hanrei,
000万円賠償事件,東京地判,平成7.11.27,2,0,unresolved_no_hanrei,
1971年沖縄協定批准阻止闘争事件,最高二小判,平成2.9.28,2,5,SPLIT_confirmed,平成１年（オ）１７３７号|昭和６２年（あ）４８６号|昭和６２年（オ）１５６６号|昭和６２年（オ）８２９号|昭和６３年（あ）１２９２号
4・11日教組スト事件,東京高判,昭和60.11.20,2,0,unresolved_no_hanrei,
5億円強奪事件,東京地判,昭和63.10.18,2,0,unresolved_no_hanrei,
ANA大阪空港事件,大阪地判,平成26.9.19,2,0,unresolved_no_hanrei,
BERETTA事件,東京高判,平成15.10.29,2,0,unresolved_no_hanrei,
FM信号復調装置事件,東京地判,平成11.4.22,2,0,unresolved_no_hanrei,
JASRAC排除型私的独占被疑事件,,平成24.6.12,2,6,SPLIT_confirmed,平成２２年（ワ）１５３号|平成２２年（ワ）８８９４号|平成２３年（ネ）３４９０号|平成２３年（ワ）１１５５号／平成２３年（ワ）１１５７号|平成２３年（ワ）９０１６号|平成２３年（行ツ）３１号／平成２３年（行ヒ）３８号
Japan事件,公取委,令和6.7.26,2,0,unresolved_no_hanrei,
NHK・JAPANデビュー事件,最高一小判,平成28.1.21,2,0,unresolved_no_hanrei,
NHK神戸放送局事件,神戸地判,平成26.6.5,2,0,unresolved_no_hanrei,
NTT三重偽装請負事件,京都地判,平成22.3.23,2,0,unresolved_no_hanrei,
NTT西日本配転事件,大阪高判,平成21.1.15,2,0,unresolved_no_hanrei,
Web事件,知財高判,平成25.12.11,2,0,unresolved_no_hanrei,
した販売業者をも含むとした事件,公取委,平成18.5.15,2,0,unresolved_no_hanrei,
ぬいぐるみタオルセット事件,大阪地判,平成10.9.10,2,0,unresolved_no_hanrei,
アメリカン・エキスプレス休職期間満了解雇事件,東京地判,平成26.11.26,2,0,unresolved_no_hanrei,
アルファーネット事件,最高三小決,平成13.7.16,2,0,unresolved_no_hanrei,
イレブン・ジャパン事件,東京地判,平成30.11.21,2,0,unresolved_no_hanrei,
エピクロロヒドリン事件,東京地判,平成27.4.28,2,0,unresolved_no_hanrei,
オリエンタルランド事件,東京地判,平成21.7.31,2,0,unresolved_no_hanrei,
ガソリンスタンド自動車盗難事件,東京高判,平成14.5.29,2,0,unresolved_no_hanrei,
クロロキン網膜症事件,東京高判,昭和63.3.11,2,0,unresolved_no_hanrei,
コンビニエンスストア本部による加盟店への優越的地位の濫用事件,,平成21.6.22,2,0,unresolved_no_hanrei,
コンビ事件,公取委,令和1.7.24,2,0,unresolved_no_hanrei,
コールド式パーマネントウェーブ液の製造業者による美容料金の拘束事件,審決,昭和58.7.6,2,0,unresolved_no_hanrei,
ゴルフ場運営会社の民事再生事件,東京高決,平成14.9.6,2,0,unresolved_no_hanrei,
シートカッター事件,最高二小判,平成29.7.10,2,1,MERGE_party_alias,平成２８年（受）６３２号
スティーブ・マックィーン肖像権侵害訴訟,東京地判,昭和55.11.10,2,0,unresolved_no_hanrei,
ストック・オプション税務訴訟,最高三小判,平成17.1.25,2,3,SPLIT_confirmed,平成１６年（オ）１８１３号／平成１６年（受）１９８８号|平成１６年（行ツ）１３３号／平成１６年（行ヒ）１４６号|平成１６年（行ヒ）１４１号
セントラル綜合サービス事件,東京地判,令和6.5.31,2,0,unresolved_no_hanrei,
ソキア株相場操縦に関する損害賠償事件,東京地判,平成19.10.5,2,0,unresolved_no_hanrei,
タキゲン事件,東京高判,令和3.5.20,2,0,unresolved_no_hanrei,
タトゥー施術業医師法違反事件,大阪高判,平成30.11.14,2,0,unresolved_no_hanrei,
ドラゴン・キーホルダー事件,東京地判,平成8.12.25,2,0,unresolved_no_hanrei,
ナショナル・ウエストミンスター銀行事件,東京地決,平成10.1.7,2,0,unresolved_no_hanrei,
ニックリサイクルトナーカートリッジ事件,大阪地判,平成29.1.31,2,0,unresolved_no_hanrei,
ネズミ撃退・駆除広告事件,公取委,平成11.10.1,2,0,unresolved_no_hanrei,
ノキアソリューションズ&ネットワークス事件,東京地判,平成31.2.27,2,0,unresolved_no_hanrei,
ノバルティス・アーゲー事件,最高二小判,平成11.10.22,2,3,SPLIT_confirmed,平成１０年（行ヒ）４３号|平成１０年（行ヒ）４４号|平成９年（オ）４３４号／平成９年（オ）４３５号
パチンコ平和事件,東京地判,平成9.4.25,2,0,unresolved_no_hanrei,
ファントム機墜落事件,横浜地判,昭和62.3.4,2,0,unresolved_no_hanrei,
フューチャーズ・フットボール・クラブ事件,東京地判,平成8.10.25,2,0,unresolved_no_hanrei,
ブラウン管カルテル事件,東京地判,平成28.1.29,2,0,unresolved_no_hanrei,
プラスパアパレル協同組合ほか事件,熊本地判,平成22.1.29,2,0,unresolved_no_hanrei,
プロ野球選手パブリシティ事件,知財高判,平成20.2.25,2,0,unresolved_no_hanrei,
マイクロシルエット事件,東京地判,平成15.2.20,2,0,unresolved_no_hanrei,
マンション法に関する2事件,横浜地判,昭和61.1.29,2,0,unresolved_no_hanrei,
モルガン・スタンレー・グループ事件,,令和6.6.27,2,43,SPLIT_confirmed,令和３年（ワ）１１９３６号|令和３年（ワ）１４２９２号／令和３年（ワ）１９８８６号／令和５年（ワ）１０７６１号|令和３年（ワ）２９１３号|令和３年（行ウ）８３号／令和３年（行ウ）２４１号|令和４年（ワ）２５７５５号|令和４年（ワ）３０１８３号
ヤマトロジスティクス事件,東京地判,平成20.9.30,2,0,unresolved_no_hanrei,
ライフサポート事件,大阪地判,令和3.4.22,2,0,unresolved_no_hanrei,
ラーメンフランチャイズ事件,東京地判,平成20.2.29,2,0,unresolved_no_hanrei,
ルブタン商品等表示事件,東京地判,令和4.3.11,2,0,unresolved_no_hanrei,
ヴィジュアル系バンド専属契約事件,知財高判,令和4.12.26,2,0,unresolved_no_hanrei,
三ッ星事件,大阪地決,令和4.7.1,2,0,unresolved_no_hanrei,
三井住友銀行条約法令漁り事件,大阪地判,平成13.5.18,2,0,unresolved_no_hanrei,
三菱重工業長崎造船所事件,長崎地判,昭和60.6.26,2,0,unresolved_no_hanrei,
上告審係属中における被告の破産と破産債権確定訴訟,最高二小判,昭和61.4.11,2,3,SPLIT_confirmed,昭和５５年（オ）４８８号|昭和５７年（オ）２７２号|昭和５８年（オ）１２０２号
上関原発用地入会権訴訟,最高一小判,平成20.4.14,2,0,unresolved_no_hanrei,
不動産の競売事件,東京地判,平成13.12.21,2,0,unresolved_no_hanrei,
不動産の詐取事件,最高二小判,令和2.3.6,2,1,MERGE_party_alias,平成３１年（受）６号
不動産競売事件,東京地判,平成6.10.28,2,0,unresolved_no_hanrei,
予防接種ワクチン事故九州訴訟,福岡地判,平成1.4.18,2,0,unresolved_no_hanrei,
井の頭踏切事故事件,最高二小判,昭和46.4.23,2,4,SPLIT_confirmed,昭和４０年（オ）５３６号|昭和４５年（オ）４０８号|昭和４５年（オ）４６号|昭和４５年（オ）８７９号
京都農業協同組合事件,,平成20.12.24,2,0,unresolved_no_hanrei,
伊予銀行・いよぎんスタッフサービス事件,最高二小決,平成21.3.27,2,0,unresolved_no_hanrei,
住友ゴム工業事件,,平成21.12.22,2,0,unresolved_no_hanrei,
住友銀行・出資法違反事件,最高三小決,平成11.7.6,2,1,MERGE_party_alias,平成８年（あ）６１９号
佐山鉄筋工業・海外事業サポート協同組合事件,大阪地判,令和5.9.28,2,0,unresolved_no_hanrei,
元経済産業省大臣官房審議官による内部者取引事件,東京地判,平成25.6.28,2,0,unresolved_no_hanrei,
光ファイバケーブル製品の製造業者による価格カルテル事件,公取委,平成23.12.15,2,0,unresolved_no_hanrei,
全逓川口地方支部事件,浦和地決,平成2.7.26,2,0,unresolved_no_hanrei,
公務災害遺族補償給付の男女格差訴訟,大阪地判,平成25.11.25,2,0,unresolved_no_hanrei,
共有物分割訴訟,東京地判,平成25.2.22,2,0,unresolved_no_hanrei,
兵庫県教委団交拒否事件,神戸地判,昭和63.2.19,2,0,unresolved_no_hanrei,
再発見・民事訴訟,最高一小判,昭和36.4.27,2,5,SPLIT_confirmed,昭和３３年（オ）１０７２号|昭和３３年（オ）１１３２号|昭和３３年（オ）６１９号|昭和３４年（オ）１２８１号|昭和３４年（オ）８５１号
判例に学ぶ民事訴訟,最高三小判,昭和47.2.15,2,2,SPLIT_confirmed,昭和４３年（オ）６２７号|昭和４５年（オ）１１５号
判例に学ぶ民事訴訟,最高一小判,昭和55.2.7,2,0,unresolved_no_hanrei,
判例に学ぶ民事訴訟,最高二小判,昭和43.5.31,2,2,SPLIT_confirmed,昭和４２年（オ）１０２３号|昭和４３年（オ）２３６号
別府マンション事件,最高二小判,平成19.7.6,2,0,unresolved_no_hanrei,
加野青果事件,名古屋高判,平成29.11.30,2,0,unresolved_no_hanrei,
北海道拓殖銀行栄木不動産事件,札幌高判,平成17.3.25,2,0,unresolved_no_hanrei,
北海道歯科用品商協同組合による販売先等制限事件,審決,昭和62.8.11,2,0,unresolved_no_hanrei,
北海道歯科用品商協同組合事件,公取委,昭和62.8.11,2,0,unresolved_no_hanrei,
北海道立夕張高校事件,札幌高判,昭和57.8.5,2,0,unresolved_no_hanrei,
医師の宿日直勤務に対する割増賃金の支払いを認めた事件,奈良地判,平成21.4.22,2,0,unresolved_no_hanrei,
千代田ビル管財事件,東京地判,平成18.7.26,2,0,unresolved_no_hanrei,
原発被害者の権利救済の道を開いた山木屋原発自死事件,福島地判,平成26.8.26,2,0,unresolved_no_hanrei,
君が代再雇用等不合格事件,東京地判,平成27.5.25,2,0,unresolved_no_hanrei,
商品陳列デザイン事件,大阪地判,平成22.12.16,2,0,unresolved_no_hanrei,
四天王寺国際仏教大学事件,大阪高決,平成1.2.8,2,0,unresolved_no_hanrei,
固有必要的共同訴訟,東京高判,平成4.12.17,2,0,unresolved_no_hanrei,
国・出雲労働基準監督署長事件,松江地判,令和3.5.31,2,0,unresolved_no_hanrei,
国・北九州東労働基準監督署長事件,福岡地判,令和4.3.18,2,0,unresolved_no_hanrei,
国籍法3条1項違憲訴訟,東京地判,平成17.4.13,2,0,unresolved_no_hanrei,
国鉄池袋電車区・蒲田電車区事件,東京地判,昭和63.2.24,2,0,unresolved_no_hanrei,
国鉄職員岩国デモ暴行免職事件,最高二小判,昭和56.12.18,2,4,SPLIT_confirmed,昭和５５年（オ）１号|昭和５６年（オ）３６０号|昭和５６年（オ）５９５号|昭和５６年（行ツ）１１９号
地方公共団体発注ストーカ炉入札談合事件,公取委,平成18.6.27,2,0,unresolved_no_hanrei,
地球温暖化防止情報公開訴訟,最高二小判,平成23.10.14,2,0,unresolved_no_hanrei,
外国航空機製造会社に対する製造物責任訴訟,,昭和59.3.27,2,18,SPLIT_confirmed,昭和４９年（ワ）１２６号|昭和５３年（ワ）８８１号|昭和５４年（行ツ）７４号|昭和５５年（オ）７８３号|昭和５５年（ワ）８７３４号|昭和５６年（ワ）２１０４号／昭和５７年（ワ）６９０号
外国裁判所による離婚判決が民事訴訟,東京家判,平成19.9.11,2,0,unresolved_no_hanrei,
外壁塗装リフォーム業者事件,大阪地判,平成31.4.11,2,0,unresolved_no_hanrei,
大和証券・日の出証券事件,大阪地判,平成27.4.24,2,0,unresolved_no_hanrei,
大学教授に対する懲戒解雇事件,大阪地判,平成27.11.18,2,0,unresolved_no_hanrei,
大学病院当直医割り箸看過事件,東京高判,平成20.11.20,2,0,unresolved_no_hanrei,
大林ファシリティーズ事件,最高二小決,平成19.10.19,2,0,unresolved_no_hanrei,
大津漁業協同組合事件,水戸地判,令和6.4.26,2,0,unresolved_no_hanrei,
大阪医科薬科大労契法20条事件,大阪地判,平成30.1.24,2,0,unresolved_no_hanrei,
太地町立くじらの博物館事件,和歌山地判,平成28.3.25,2,0,unresolved_no_hanrei,
家政婦兼訪問介護ヘルパー過労死事件,東京地判,令和4.9.29,2,0,unresolved_no_hanrei,
専修大学労災患者解雇事件,東京高判,平成28.9.12,2,0,unresolved_no_hanrei,
山中浅間神社入会事件,最高一小判,昭和57.7.1,2,4,SPLIT_confirmed,昭和５１年（オ）４２４号|昭和５３年（オ）６０８号|昭和５５年（オ）１０４５号|昭和５７年（オ）３２８号
川辺川ダム利水訴訟,熊本地判,平成12.9.8,2,0,unresolved_no_hanrei,
市立小学校に民間から赴任した校長が在任1年足らずで自死した事件,最高三小判,平成22.4.27,2,2,SPLIT_confirmed,平成２１年（受）１５２７号|平成２１年（受）２５２号／平成２１年（受）２５３号
希少車両の減価償却資産該当性・フェラーリ事件,東京地判,令和5.3.9,2,0,unresolved_no_hanrei,
帯広電報電話局控訴事件,札幌高判,昭和58.8.25,2,0,unresolved_no_hanrei,
平作川・吉井川等水害訴訟,最高二小判,平成8.7.12,2,9,SPLIT_confirmed,平成３年（オ）１５３４号|平成５年（オ）１３号|平成５年（オ）１７８８号|平成５年（オ）７９号|平成５年（行ツ）１５９号|平成７年（オ）２０８０号
平成21年改正独禁法2条9項4号が最初に適用されたトーニングシューズの再販事件,公取委,平成24.3.2,2,0,unresolved_no_hanrei,
平成28年7月10日執行の参議院選挙区選出議員選挙に係る定数訴訟,,平成28.7.10,2,0,unresolved_no_hanrei,
平成2年執行の衆議院議員選挙にかかる定数訴訟,東京高判,平成3.2.8,2,0,unresolved_no_hanrei,
広島県石油商業組合独禁法8条1項4号違反事件,公取委,平成8.6.13,2,0,unresolved_no_hanrei,
弁護士法人甲野弁護士事務所事件,横浜地川崎支判,令和3.4.27,2,0,unresolved_no_hanrei,
後順位担保権者によって提起された更生担保権確定訴訟,東京地判,平成13.7.11,2,0,unresolved_no_hanrei,
御國ハイヤー事件,高松高判,平成1.2.27,2,0,unresolved_no_hanrei,
愛知製鋼による告訴事件,名古屋地判,令和4.3.18,2,0,unresolved_no_hanrei,
提訴後に行われた総会決議の主張と訴訟,最高三小判,平成17.2.15,2,2,SPLIT_confirmed,平成１５年（オ）１５６９号／平成１５年（受）１６７１号|平成１５年（受）９９５号
損害賠償査定決定に対する異議訴訟,東京地判,平成17.6.14,2,0,unresolved_no_hanrei,
携帯液晶ゲーム事件,東京地判,平成12.7.12,2,0,unresolved_no_hanrei,
教科書検定第1次訴訟,東京高判,昭和61.3.19,2,0,unresolved_no_hanrei,
