case_name_normalized,court,date,distinct_case_names,hanrei_docket_count,verdict,hanrei_dockets
教科書検定第二次訴訟,最高一小判,昭和57.4.8,2,0,unresolved_no_hanrei,
敬愛学園事件,最高一小判,平成6.9.8,2,4,SPLIT_confirmed,平成３年（オ）１８１７号|平成５年（オ）７３４号|平成６年（オ）１０２５号|平成６年（オ）８９８号
断熱ドンホース事件,大阪地判,平成8.11.28,2,0,unresolved_no_hanrei,
新世紀ユニオン事件,大阪高判,平成23.2.25,2,0,unresolved_no_hanrei,
新和産業事件,大阪高判,平成25.4.25,2,0,unresolved_no_hanrei,
新宿労基署・宮崎橋脳出血死事件,東京高判,平成3.5.27,2,0,unresolved_no_hanrei,
新宿労基署事件,東京高判,平成14.7.11,2,0,unresolved_no_hanrei,
新日鐵在籍出向訴訟,最高二小判,平成15.4.18,2,2,SPLIT_confirmed,平成１１年（受）１５１９号|平成１１年（受）８０５号
新潟水道局職員パワハラ自死事件,新潟地判,令和4.11.24,2,0,unresolved_no_hanrei,
日刊工業新聞社事件,東京高判,平成20.2.13,2,0,unresolved_no_hanrei,
日本アイ・ビー・エム事件,東京地判,平成28.3.28,2,0,unresolved_no_hanrei,
日本オートマチックマシン事件,横浜地判,平成19.1.23,2,0,unresolved_no_hanrei,
日本サーファクタント工業事件,東京高判,令和6.8.28,2,0,unresolved_no_hanrei,
日本ヒルトン・ホテル事件,東京地判,平成14.3.11,2,0,unresolved_no_hanrei,
日本年金機構データプリントサービス入札談合事件,公取委,令和4.3.3,2,0,unresolved_no_hanrei,
日本振興銀行事件,東京地判,平成28.5.19,2,0,unresolved_no_hanrei,
日本政策金融公庫うつ病自殺事件,大阪高判,平成26.7.17,2,0,unresolved_no_hanrei,
日本織物加工株式のインサイダー取引事件,東京高判,平成10.9.21,2,0,unresolved_no_hanrei,
日本航空客室乗務員解雇事件,東京地判,平成24.3.30,2,0,unresolved_no_hanrei,
日本電信電話事件,最高二小判,平成12.3.31,2,1,MERGE_party_alias,平成８年（オ）１０２６号
早稲田大学江沢民主席講演会参加者名簿提出事件,東京地判,平成13.4.11,2,0,unresolved_no_hanrei,
昭和シェル石油事件,東京地判,平成21.6.29,2,0,unresolved_no_hanrei,
昭和リース対クレープハウス・ユニ事件,東京高判,平成22.10.27,2,0,unresolved_no_hanrei,
東京オリンピック・パラリンピック刑事事件,東京地判,令和6.7.11,2,0,unresolved_no_hanrei,
東宝・スバル事件,東京高判,昭和26.9.19,2,0,unresolved_no_hanrei,
東栄衣料・県南繊維協同組合事件,福島地白河支判,平成24.2.14,2,0,unresolved_no_hanrei,
東海地方予防接種禍集団訴訟,名古屋地判,昭和60.10.31,2,0,unresolved_no_hanrei,
東芝・日本電気入札談合事件,公取委,平成15.6.27,2,0,unresolved_no_hanrei,
株式会社の社外役員で構成される調査委員会の作成にかかる調査報告書が民事訴訟,大阪高決,令和1.7.3,2,0,unresolved_no_hanrei,
根抵当権設定登記後にされた賃貸人と賃借人との間の将来の賃料支払債務と従前の保証金返還債務との相殺合意が根抵当権者の物上代位による差押えに劣後するとして取立訴訟,東京地判,平成12.3.27,2,0,unresolved_no_hanrei,
横浜銀行事件,横浜地判,平成8.9.4,2,0,unresolved_no_hanrei,
機構内部に置かれた医療事故評価委員会から付託を受けた評価専門医が作成した医療事故報告書が民事訴訟,東京高決,平成23.5.17,2,0,unresolved_no_hanrei,
武蔵野市給水拒否刑事被告事件,東京地八王子支判,昭和59.2.24,2,0,unresolved_no_hanrei,
歯愛メディカル事件,東京地判,令和6.1.30,2,0,unresolved_no_hanrei,
沖縄国体日の丸焼却事件,那覇地判,平成5.3.23,2,0,unresolved_no_hanrei,
沖縄密約情報公開訴訟,最高二小判,平成26.7.14,2,1,MERGE_party_alias,平成２４年（行ヒ）３３号
洋書輸入業者カルテル事件,公取委,平成8.5.31,2,0,unresolved_no_hanrei,
浜中村主畜農協事件,公取委,昭和32.3.7,2,0,unresolved_no_hanrei,
炭素鋼製突合せ溶接式管継手の販売価格に関する基本合意型カルテル事件,公取委,令和4.12.15,2,0,unresolved_no_hanrei,
犯行当時18歳の殺人事件,広島高判,平成25.5.30,2,0,unresolved_no_hanrei,
瑞鳳小学校岡林脳内出血死事件,名古屋地判,平成1.12.22,2,0,unresolved_no_hanrei,
甲の乙に対する売買契約に基づく所有権移転登記手続を求める訴訟,最高三小判,平成6.9.27,2,3,SPLIT_confirmed,平成３年（オ）１１７０号|平成５年（オ）１９８７号|平成６年（オ）１１７０号
病院開設中止勧告事件,最高二小判,平成17.7.15,2,2,SPLIT_confirmed,平成１４年（行ヒ）２０７号|平成１６年（受）１６１１号
石油入札価格協定事件,東京高判,昭和31.11.9,2,0,unresolved_no_hanrei,
社会保険庁年金用シール談合課徴金事件,公取委,平成8.8.6,2,0,unresolved_no_hanrei,
社会福祉法人〓引福寿会事件,仙台高秋田支判,令和4.8.31,2,0,unresolved_no_hanrei,
社団法人K事件,神戸地判,平成17.9.28,2,0,unresolved_no_hanrei,
禁治産者の後見人がその就職前にした無権代理による訴えの提起および弁護士に対する訴訟,最高一小判,平成7.11.9,2,1,MERGE_party_alias,平成４年（オ）７３５号
福生ふれあいの友事件,東京地立川支判,平成25.2.13,2,0,unresolved_no_hanrei,
立川自衛隊宿舎イラク反戦ビラ入れ事件,東京地八王子支判,平成16.12.16,2,0,unresolved_no_hanrei,
立川防衛庁宿舎イラク反戦ビラ入れ事件,東京高判,平成17.12.9,2,0,unresolved_no_hanrei,
第2次千代田区特例選挙区違憲訴訟,最高二小判,平成11.1.22,2,4,SPLIT_confirmed,平成１０年（オ）１９５６号|平成１０年（オ）８７７号|平成１０年（行ツ）５９号|平成７年（行ツ）１００号
網走管内コンクリート製品協同組合事件,公取委,平成27.1.14,2,0,unresolved_no_hanrei,
総合花巻病院事件,最高一小判,昭和60.5.23,2,5,SPLIT_confirmed,昭和５６年（オ）１１７５号|昭和５７年（オ）１０１７号|昭和５７年（行ツ）１２６号|昭和５７年（行ツ）６３号|昭和６０年（あ）１０７号
群馬の森追悼碑訴訟,前橋地判,平成30.2.14,2,0,unresolved_no_hanrei,
群馬県東電事件,前橋地判,平成5.8.24,2,0,unresolved_no_hanrei,
自己には課税負担がないものと誤解して妻と締結した財産分与契約の効力が問われる民事訴訟,最高一小判,平成1.9.14,2,3,SPLIT_confirmed,昭和５９年（あ）２７０号|昭和６３年（オ）３８５号|昭和６３年（オ）７３４号
衆議院議員千葉6区小選挙区定数配分訴訟,東京高判,平成9.11.17,2,0,unresolved_no_hanrei,
製品差別化の程度が不明確な商品を対象とした再販売価格の拘束事件,公取委,令和6.12.19,2,0,unresolved_no_hanrei,
視覚障害教師教壇復帰訴訟,神戸地判,平成28.5.26,2,0,unresolved_no_hanrei,
記事名誉毀損事件,東京地判,昭和60.11.27,2,0,unresolved_no_hanrei,
訴状および判決の送達と再審訴訟,最高一小判,平成4.9.10,2,0,unresolved_no_hanrei,
訴訟上の相殺に供された債権を受働債権とする訴訟,東京地判,令和3.2.17,2,0,unresolved_no_hanrei,
証人等の氏名等の代替開示措置および条件付与等措置に関する刑事訴訟,最高二小決,平成30.7.3,2,1,MERGE_party_alias,平成３０年（し）１７０号
諫早湾土地改良事業における開門調査確定判決に基づく間接強制事件,最高二小決,平成27.1.22,2,2,SPLIT_confirmed,平成２６年（許）１７号|平成２６年（許）２６号
警備業法違憲訴訟,岐阜地判,令和3.10.1,2,0,unresolved_no_hanrei,
警視庁・HIV感染者退職強要事件,東京地判,平成15.5.28,2,0,unresolved_no_hanrei,
豊田商法国家賠償大阪訴訟,大阪高判,平成10.1.29,2,0,unresolved_no_hanrei,
豚肉差額関税事件,東京高判,平成25.11.27,2,0,unresolved_no_hanrei,
赤碕町長選挙違反事件,最高二小判,昭和56.6.26,2,2,SPLIT_confirmed,昭和５５年（あ）１４２号|昭和５５年（あ）３５３号
超時空要塞マクロス不正競争事件,東京地判,平成16.7.1,2,0,unresolved_no_hanrei,
農業協同組合による系統外出荷制限事件,公取委,平成29.3.29,2,0,unresolved_no_hanrei,
近時注目されるセクハラ事件,長崎地判,令和4.5.30,2,0,unresolved_no_hanrei,
遊佐町水循環条例事件,最高三小判,令和4.1.25,2,1,MERGE_party_alias,令和３年（行ツ）６４号／令和３年（行ツ）６５号
過去事例から学ぶ税務訴訟,東京地判,平成24.12.7,2,0,unresolved_no_hanrei,
過去事例から学ぶ税務訴訟,東京地判,平成25.10.30,2,0,unresolved_no_hanrei,
選挙供託金制度違憲訴訟,東京地判,令和1.5.24,2,0,unresolved_no_hanrei,
部活動顧問残業等による過労死の県・市の責任を全面的に認めた滑川中学校事件,富山地判,令和5.7.5,2,0,unresolved_no_hanrei,
郵便番号自動読取区分機類談合事件,公取委,平成22.10.25,2,0,unresolved_no_hanrei,
野村証券元従業員事件,東京地判,平成28.3.31,2,0,unresolved_no_hanrei,
野村證券事件,公取委,平成3.11.11,2,0,unresolved_no_hanrei,
金沢市庁舎前広場事件,金沢地判,令和2.9.18,2,0,unresolved_no_hanrei,
金沢市役所前広場訴訟,金沢地判,平成28.2.5,2,0,unresolved_no_hanrei,
鈴鹿さくら病院事件,名古屋高判,平成26.11.27,2,0,unresolved_no_hanrei,
鋼橋上部工入札談合事件,東京高判,平成19.9.21,2,0,unresolved_no_hanrei,
錦絵の写真転載事件,大阪地判,平成27.9.24,2,0,unresolved_no_hanrei,
関ヶ原署名調査事件,名古屋高判,平成24.4.27,2,0,unresolved_no_hanrei,
関西国際空港島新聞販売事件,大阪地判,平成16.6.9,2,0,unresolved_no_hanrei,
関西電力多奈川火力発電所事件,大阪地判,昭和59.2.28,2,0,unresolved_no_hanrei,
関西靖国訴訟,大阪高判,平成4.7.30,2,0,unresolved_no_hanrei,
電気マッサージ器兼用携帯ストラップ事件,東京地判,平成25.7.19,2,0,unresolved_no_hanrei,
非嫡出子住民票続柄記載国家賠償事件,東京高判,平成7.3.22,2,0,unresolved_no_hanrei,
非嫡出子相続分規定違憲訴訟,最高一小判,平成16.10.14,2,4,SPLIT_confirmed,平成１５年（オ）８０２号／平成１５年（受）８５５号|平成１６年（オ）７０１号|平成１６年（オ）８０３号／平成１６年（受）８２３号|平成１６年（オ）９９２号
駐留軍楚辺通信所用地等暫定使用違憲訴訟,最高一小判,平成15.11.27,2,2,SPLIT_confirmed,平成１３年（オ）４０８号|平成１５年（オ）１２９号／平成１５年（受）１４１号
高知談合事件,公取委,平成24.10.17,2,0,unresolved_no_hanrei,
鳴和タクシー事件,,昭和61.1.24,2,9,SPLIT_confirmed,昭和５３年（ワ）１１９０５号|昭和５５年（行ツ）４０号|昭和５７年（ワ）３４８２号／昭和５８年（ワ）８２０３号|昭和５８年（ワ）８２８号|昭和５８年（ワ）９５１号|昭和５９年（ネ）１７号
国鉄南延岡機関区事件,最高三小決,昭和49.7.16,7,4,SPLIT_confirmed,昭和４５年（あ）２３７３号|昭和４８年（あ）２７２１号|昭和４８年（オ）３５９号|昭和４８年（オ）８３９号
名古屋中職安笹島出張所事件,最高二小判,昭和27.11.21,6,3,SPLIT_confirmed,昭和２７年（あ）１１号|昭和２７年（オ）３３４号|昭和２７年（オ）３６７号
全林野青森事件,最高一小判,昭和62.3.19,5,0,unresolved_no_hanrei,
に係る国家賠償請求事件,京都地判,平成13.7.9,2,0,unresolved_no_hanrei,
先行事件開始決定後後行事件,東京高決,平成10.9.14,2,0,unresolved_no_hanrei,
北炭空地炭鉱事件,最高一小判,昭和24.12.22,4,1,MERGE_party_alias,昭和２４年（れ）１９８１号
東北電通局事件,最高三小決,昭和47.3.28,4,1,MERGE_party_alias,昭和４６年（あ）１４０２号
福岡中央労基署長事件,最高二小判,昭和57.5.28,4,2,SPLIT_confirmed,昭和５６年（オ）７５７号|昭和５７年（あ）９８号
CD利用明細書によるCDカード不正作出事件,東京地判,平成1.2.17,3,0,unresolved_no_hanrei,
いのちのとりで裁判・富山地裁判決と富山訴訟,富山地判,令和6.1.24,2,0,unresolved_no_hanrei,
みちのく銀行事件,最高一小判,平成12.9.9,2,0,unresolved_no_hanrei,
ブラウン管カルテル審決取消請求事件,東京高判,平成28.4.14,2,0,unresolved_no_hanrei,
先行事件は無剰余だが無剰余にならない後行事件,名古屋高決,平成16.12.7,2,0,unresolved_no_hanrei,
大阪市思想調査国賠訴訟,大阪地判,平成27.3.30,2,0,unresolved_no_hanrei,
大阪靖国訴訟,大阪地判,平成16.2.27,3,0,unresolved_no_hanrei,
宮入バルブ第一次事件,東京地決,昭和63.12.2,2,0,unresolved_no_hanrei,
専売公社徳島工場事件,最高三小判,昭和45.12.22,3,2,SPLIT_confirmed,昭和４２年（あ）２３０７号|昭和４３年（オ）２８３号
弁護士が侵入者に刺殺された事件において臨場した警察官らの義務違反を認めて国家賠償請求を一部認容した事件,仙台高秋田支判,平成31.2.13,2,0,unresolved_no_hanrei,
強い関連性を有する別件事件,金沢地決,平成28.3.31,2,0,unresolved_no_hanrei,
日本アジアグループ事件にみる最近の買収防衛策発動差止仮処分命令申立事件,名古屋地決,令和3.3.24,2,0,unresolved_no_hanrei,
通信販売業者による過去の販売価格を比較対照価格とする二重価格表示に対する景品表示法に基づく措置命令取消訴訟,大阪地裁判決,令和3.4.22,2,0,unresolved_no_hanrei,
B型肝炎感染者採用拒否事件,東京地判,平成15.6.20,2,0,unresolved_no_hanrei,
IT事業者による不当な取引妨害に関する確約事件,公取委,令和4.6.30,2,0,unresolved_no_hanrei,
JR九州等採用差別事件,,平成1.3.24,2,18,SPLIT_confirmed,平成１年（ヨ）１１７２号|平成１年（行ツ）３号|昭和５１年（ワ）８６１３号|昭和５３年（ワ）８７３号|昭和５６年（ワ）７９６号／昭和５６年（ワ）７９７号／昭和５７年（ワ）４３１号|昭和５７年（ワ）１６８１号
あけぼのタクシー事件,最高一小決,昭和55.9.25,2,0,unresolved_no_hanrei,
いわゆる第三伸栄丸故意海難事件,神戸地判,昭和57.3.29,2,0,unresolved_no_hanrei,
これを放置していたことが訴訟,東京地判,昭和58.10.24,2,0,unresolved_no_hanrei,
の弁論を分離して複数の判決がされた場合における共同訴訟,東京高判,平成6.6.29,2,0,unresolved_no_hanrei,
の派遣労働者労災事故死亡事件,東京地判,平成20.2.13,2,0,unresolved_no_hanrei,
みちのく銀行事件,青森地判,平成17.3.25,2,0,unresolved_no_hanrei,
キャッツ相場操縦事件,東京地判,平成17.3.11,2,0,unresolved_no_hanrei,
ケイラインロジスティックス事件,,平成24.10.26,2,13,SPLIT_confirmed,平成２１年（ワ）３号|平成２２年（ワ）１０３０５号／平成２２年（ワ）２２９４８号|平成２２年（ワ）１１９９３号|平成２２年（ワ）３８５２号|平成２２年（ワ）５０７０号／平成２３年（ワ）２８９号|平成２３年（ワ）２３３４号／平成２３年（ワ）４２００号／平成２４年（ワ）２５６３号
サンランドリー事件,東京地判,平成24.12.14,2,0,unresolved_no_hanrei,
シリーズ・民事訴訟,秋田地判,平成29.10.16,2,0,unresolved_no_hanrei,
シンエネコーポレーション事件,公取委,平成19.11.27,2,0,unresolved_no_hanrei,
セクハラ事件,,平成26.3.5,2,26,SPLIT_confirmed,平成２４年（ワ）１５５８１号|平成２４年（ワ）２２７４７号|平成２４年（ワ）３０４６０号／平成２５年（ワ）２５８８３号|平成２４年（ワ）３１３６２号|平成２４年（ワ）３３１１号|平成２４年（ワ）３６８７８号
ノースウエスト航空事件,東京高判,平成20.3.27,2,0,unresolved_no_hanrei,
バブル崩壊後の不動産値下げ販売訴訟,東京地判,平成15.2.3,2,0,unresolved_no_hanrei,
ブルドーザー事件,最高三小判,平成7.9.19,2,5,SPLIT_confirmed,平成４年（オ）１６２０号|平成４年（オ）５２４号|平成４年（行ツ）５２号|平成５年（オ）５４１号|平成５年（オ）５４２号
・国鉄鳥栖保線区事件,福岡地小倉支判,平成3.1.29,2,0,unresolved_no_hanrei,
三井化学工業事件,最高一小判,昭和27.1.17,2,1,MERGE_party_alias,昭和２６年（れ）１９５２号
中国人夫婦間での離婚・養育権争いと国際訴訟,東京高判,平成17.9.14,2,0,unresolved_no_hanrei,
主債務者のためには民事訴訟,東京高決,昭和61.5.8,2,0,unresolved_no_hanrei,
主観的予備的併合と同時審判申出共同訴訟,最高二小判,昭和43.3.8,2,4,SPLIT_confirmed,昭和４２年（オ）１０８８号|昭和４２年（オ）１２３９号|昭和４２年（オ）７６７号|昭和４２年（オ）９０１号
京都市交通局事件,最高二小判,平成16.7.12,2,1,MERGE_party_alias,平成１５年（行ヒ）１０９号
介護保険制度の崩壊を可視化したヘルパー国賠訴訟,最高二小決,令和7.3.12,2,0,unresolved_no_hanrei,
住友軽金属団体定期保険訴訟,名古屋高判,平成14.4.24,2,0,unresolved_no_hanrei,
住宅供給公社の職員による巨額横領事件,青森地判,平成18.2.28,2,0,unresolved_no_hanrei,
優生保護審査会文書の重要性と情報公開訴訟,大津地判,令和5.3.24,2,0,unresolved_no_hanrei,
再発見・民事訴訟,最高三小判,昭和41.11.22,2,7,SPLIT_confirmed,昭和３８年（オ）５１６号|昭和４０年（あ）２５２６号|昭和４０年（オ）３１９号|昭和４０年（オ）３６１号|昭和４１年（オ）２６３号|昭和４１年（オ）２８５号
利用者の視点から考える知的障害者施設の職員解雇訴訟,福岡地飯塚支決,平成19.1.12,2,0,unresolved_no_hanrei,
北陸新幹線融雪設備工事の条件付一般競争入札にかかる予定価格漏洩事件,東京地判,平成26.7.9,2,0,unresolved_no_hanrei,
原告が爾余の訴訟行為をしないため訴訟,仙台地判,平成5.6.30,2,0,unresolved_no_hanrei,
同族会社発行の社債利息のうち適正利率を超える部分の支払利息の否認事件,最高二小決,平成20.6.27,2,0,unresolved_no_hanrei,
同業他社への就職を理由とする退職金不支給事件,東京地判,平成15.9.19,2,0,unresolved_no_hanrei,
営業所閉鎖・整理解雇事件,大津地決,平成13.7.24,2,0,unresolved_no_hanrei,
国立マンション訴訟,東京高決,平成12.12.22,2,0,unresolved_no_hanrei,
国立大学法人賃下げ訴訟,水戸地土浦支判,平成27.7.17,2,0,unresolved_no_hanrei,
国立病院の独立行政法人化にともなう労働条件の不利益変更・雇止め事件,東京高判,平成23.3.30,2,0,unresolved_no_hanrei,
在日韓国人元日本兵の恩給訴訟,最高一小判,平成14.7.18,2,5,SPLIT_confirmed,平成１２年（行ツ）１９１号|平成１３年（受）１０９３号|平成１３年（行ヒ）１０４号|平成１４年（オ）６５７号|平成１４年（受）４２４号
地位・関係性を利用した継続的な性行為強要型セクハラ事件,東京高判,令和4.2.10,2,0,unresolved_no_hanrei,
外国人配偶者への離婚訴訟,東京高判,令和5.9.20,2,0,unresolved_no_hanrei,
婚姻共同生活を営んだことがない夫婦の離婚事件,福岡高判,平成21.4.10,2,0,unresolved_no_hanrei,
宮崎日日新聞社事件,宮崎地判,平成14.4.25,2,0,unresolved_no_hanrei,
専属的合意管轄と異なる法定管轄裁判所に提起された民事訴訟,神戸地尼崎支決,平成21.12.28,2,0,unresolved_no_hanrei,
当該訴えの提起後に区分所有者のために選任された民事訴訟,札幌地判,平成31.1.22,2,0,unresolved_no_hanrei,
当該陳述書が同訴訟,東京地判,平成13.4.25,2,0,unresolved_no_hanrei,
情報公開不開示賠償訴訟,鹿児島地判,平成13.10.1,2,0,unresolved_no_hanrei,
成田インターナショナルホテル事件,,昭和58.12.14,2,5,SPLIT_confirmed,昭和５７年（ネ）１５３６号|昭和５７年（ネ）５６９号|昭和５８年（ネ）２５８号|昭和５８年（ラ）４８８号|昭和５８年（レ）１８４号
扶養料支払を命じるシンガポール共和国判決の執行判決訴訟,千葉地判,令和6.7.19,2,0,unresolved_no_hanrei,
日本ニューホランド再雇用拒否事件,札幌地判,平成22.3.30,2,0,unresolved_no_hanrei,
日本電工事件,福島地郡山支判,昭和59.7.19,2,0,unresolved_no_hanrei,
日本高圧瓦斯工業事件,大阪地判,昭和59.7.25,2,0,unresolved_no_hanrei,
日野車体工業事件,最高三小判,昭和61.9.16,2,1,MERGE_party_alias,昭和６１年（オ）５３７号
旧小淵沢町公共工事談合住民訴訟,東京高判,平成23.3.23,2,0,unresolved_no_hanrei,
最高裁朝日放送事件,東京地判,平成16.5.17,2,0,unresolved_no_hanrei,
東京電力山梨事件,甲府地判,平成5.12.22,2,0,unresolved_no_hanrei,
東京高判平成22・10・29・ミュー事件,,平成22.10.29,2,20,SPLIT_confirmed,平成１８年（行ウ）４７２号等／平成１９年（行ウ）４７２号／平成１９年（行ウ）４９３号／平成１９年（行ウ）４９４号／平成１９年（行ウ）４９５号／平成１９年（行ウ）４９６号／平成１９年（行ウ）４９７号／平成１９年（行ウ）４９８号／平成１９年（行ウ）７１５号／平成１９年（行ウ）７８５号／平成２０年（行ウ）５５号／平成２０年（行ウ）１３２号／平成２０年（行ウ）１３３号／平成２０年（行ウ）４０４号／平成２０年（行ウ）４０５号／平成２０年（行ウ）４０６号／平成２０年（行ウ）４０７号／平成２０年（行ウ）４０８号／平成２０年（行ウ）６８６号／平成２０年（行ウ）７５６号／平成２０年（行ウ）３６７号|平成１９年（ワ）１６７８号|平成１９年（ワ）３１２５２号|平成２０年（ワ）１７１９６号|平成２０年（ワ）２７１３４号／平成２０年（ワ）２７４５０号|平成２０年（ワ）３６３０７号
業務委託契約不成立を理由とする解雇・採用拒否と損害賠償事件,大阪高判,平成13.3.6,2,0,unresolved_no_hanrei,
独立当事者参加がされたいわゆる3面訴訟,東京高判,平成3.12.17,2,0,unresolved_no_hanrei,
現実の犯罪事件,大阪高判,平成9.10.8,2,0,unresolved_no_hanrei,
石川島播磨重工業事件,東京地判,昭和57.7.14,2,0,unresolved_no_hanrei,
神奈川厚生農業協同組合連合会事件,東京高判,平成19.2.15,2,0,unresolved_no_hanrei,
自立支援をうたう違法な寄宿型施設監禁事件,横浜地判,令和7.5.15,2,0,unresolved_no_hanrei,
花王化粧品販売事件,審決,平成10.12.18,2,0,unresolved_no_hanrei,
西日本旅客鉄道事件,,平成24.10.31,2,23,SPLIT_confirmed,平成２０年（ワ）２４９７４号／平成２１年（ワ）１５３１２号|平成２１年（ワ）４０４７３号|平成２１年（ワ）７２号|平成２２年（ワ）４２６４８号／平成２３年（ワ）１５０９８号|平成２３年（ワ）１０２３号|平成２３年（ワ）１５３０４号
西田工業事件,最高三小決,昭和47.6.6,2,2,SPLIT_confirmed,昭和４４年（あ）１５７７号|昭和４６年（あ）９８９号
要指導医薬品対面販売規制事件,東京地判,平成29.7.18,2,0,unresolved_no_hanrei,
訴え提起時に管轄権のない事件,福岡高決,令和2.11.27,2,0,unresolved_no_hanrei,
過労死・過労自殺事件,神戸地判,平成16.6.10,2,0,unresolved_no_hanrei,
過去に理事職務代行者として関与した事件,福岡地決,令和5.8.30,2,0,unresolved_no_hanrei,
過去事例から学ぶ税務訴訟,宮崎地判,平成5.9.17,2,0,unresolved_no_hanrei,
過去事例から学ぶ税務訴訟,大阪地判,昭和58.2.8,2,0,unresolved_no_hanrei,
過去事例から学ぶ税務訴訟,横浜地判,平成4.9.30,2,0,unresolved_no_hanrei,
都市再生機構事件,東京地判,平成29.11.10,2,0,unresolved_no_hanrei,
重要な事項に関して虚偽記載のある有価証券報告書を提出した事件,最高二小判,平成21.12.7,2,0,unresolved_no_hanrei,
難病の素因があった従業員の過労死認定事件,千葉地判,平成17.9.21,2,0,unresolved_no_hanrei,
静岡エイプリル・フール訴訟,東京高判,平成27.7.30,2,0,unresolved_no_hanrei,
